event_id,user_id,session_id,timestamp,event_type,product_id,category,price,quantity,device,is_new_user,city
5137,101097,S101097_216316,2026-03-31 16:09:46,checkout_start,,,,,Android,False,Mumbai
5138,101097,S101097_216316,2026-03-31 16:11:11,payment_attempt,,,,,Android,False,Mumbai
5139,101097,S101097_216316,2026-03-31 16:12:08,purchase,2050.0,Dairy & Breakfast,150.67,2.0,Android,False,Mumbai
5140,101098,S101098_568024,2026-01-12 05:15:00,app_open,,,,,Android,True,Pune
5141,101098,S101098_841989,2026-02-23 15:24:00,app_open,,,,,Android,False,Pune
5142,101099,S101099_154612,2026-02-10 07:02:00,app_open,,,,,Android,True,Kolkata
5143,101099,S101099_154612,2026-02-10 07:02:25,search,2034.0,Dairy & Breakfast,163.48,,Android,True,Kolkata
5144,101099,S101099_154612,2026-02-10 07:03:45,product_view,2017.0,Fruits & Vegetables,102.77,,Android,True,Kolkata
5145,101100,S101100_189925,2026-03-30 04:55:00,app_open,,,,,Android,True,Mumbai
5146,101100,S101100_189925,2026-03-30 04:55:31,search,2170.0,Baby Care,601.71,,Android,True,Mumbai
5147,101101,S101101_879199,2026-01-30 21:04:00,app_open,,,,,iOS,True,Bengaluru
5148,101101,S101101_879199,2026-01-30 21:04:35,search,2120.0,Household Care,437.06,,iOS,True,Bengaluru
5149,101101,S101101_879199,2026-01-30 21:05:23,product_view,2062.0,Snacks & Beverages,111.43,,iOS,True,Bengaluru
5150,101101,S101101_618179,2026-03-06 13:45:00,app_open,,,,,Android,False,Delhi NCR
5151,101101,S101101_618179,2026-03-06 13:45:41,search,2170.0,Baby Care,601.71,,Android,False,Delhi NCR
5152,101101,S101101_618179,2026-03-06 13:47:17,product_view,2145.0,Staples,579.55,,Android,False,Delhi NCR
5153,101101,S101101_866985,2026-02-23 23:44:00,app_open,,,,,Android,False,Bengaluru
5154,101101,S101101_866985,2026-02-23 23:44:13,search,2048.0,Dairy & Breakfast,71.56,,Android,False,Bengaluru
5155,101101,S101101_866985,2026-02-23 23:45:06,product_view,2071.0,Snacks & Beverages,178.77,,Android,False,Bengaluru
5156,101102,S101102_805104,2026-03-02 12:04:00,app_open,,,,,iOS,True,Bengaluru
5157,101102,S101102_805104,2026-03-02 12:04:09,search,2197.0,Electronics,2272.36,,iOS,True,Bengaluru
5158,101103,S101103_832015,2026-02-21 11:33:00,app_open,,,,,Android,True,Mumbai
5159,101103,S101103_832015,2026-02-21 11:33:19,search,2046.0,Dairy & Breakfast,138.48,,Android,True,Mumbai
5160,101103,S101103_832015,2026-02-21 11:35:09,product_view,2059.0,Snacks & Beverages,20.5,,Android,True,Mumbai
5161,101103,S101103_832015,2026-02-21 11:36:53,add_to_cart,2059.0,Snacks & Beverages,20.5,2.0,Android,True,Mumbai
5162,101104,S101104_336982,2026-03-09 23:30:00,app_open,,,,,Android,True,Mumbai
5163,101104,S101104_336982,2026-03-09 23:30:10,search,2176.0,Electronics,277.35,,Android,True,Mumbai
5164,101104,S101104_336982,2026-03-09 23:31:46,product_view,2108.0,Household Care,692.81,,Android,True,Mumbai
5165,101105,S101105_606351,2026-03-09 08:42:00,app_open,,,,,iOS,True,Mumbai
5166,101105,S101105_606351,2026-03-09 08:42:59,search,2059.0,Snacks & Beverages,20.5,,iOS,True,Mumbai
5167,101105,S101105_606351,2026-03-09 08:43:29,product_view,2005.0,Fruits & Vegetables,89.69,,iOS,True,Mumbai
5168,101105,S101105_606351,2026-03-09 08:45:14,add_to_cart,2005.0,Fruits & Vegetables,89.69,1.0,iOS,True,Mumbai
5169,101105,S101105_606351,2026-03-09 08:48:41,checkout_start,,,,,iOS,True,Mumbai
5170,101106,S101106_895709,2026-01-31 18:23:00,app_open,,,,,Android,True,Kolkata
5171,101106,S101106_336334,2026-01-03 15:50:00,app_open,,,,,iOS,False,Bengaluru
5172,101106,S101106_336334,2026-01-03 15:50:16,search,2146.0,Staples,161.25,,iOS,False,Bengaluru
5173,101106,S101106_336334,2026-01-03 15:51:31,product_view,2104.0,Household Care,352.13,,iOS,False,Bengaluru
5174,101107,S101107_352735,2026-03-23 06:31:00,app_open,,,,,Android,True,Kolkata
5175,101107,S101107_352735,2026-03-23 06:31:29,search,2144.0,Staples,237.71,,Android,True,Kolkata
5176,101107,S101107_352735,2026-03-23 06:32:26,product_view,2092.0,Personal Care,180.48,,Android,True,Kolkata
5177,101108,S101108_421203,2026-03-27 06:10:00,app_open,,,,,iOS,True,Pune
5178,101108,S101108_421203,2026-03-27 06:10:24,search,2068.0,Snacks & Beverages,120.3,,iOS,True,Pune
5179,101108,S101108_421203,2026-03-27 06:11:07,product_view,2116.0,Household Care,74.54,,iOS,True,Pune
5180,101109,S101109_372183,2026-03-09 03:40:00,app_open,,,,,Android,True,Delhi NCR
5181,101109,S101109_372183,2026-03-09 03:40:12,search,2054.0,Snacks & Beverages,158.55,,Android,True,Delhi NCR
5182,101109,S101109_372183,2026-03-09 03:41:22,product_view,2089.0,Personal Care,420.98,,Android,True,Delhi NCR
5183,101109,S101109_372183,2026-03-09 03:43:35,add_to_cart,2089.0,Personal Care,420.98,1.0,Android,True,Delhi NCR
5184,101109,S101109_372183,2026-03-09 03:45:16,checkout_start,,,,,Android,True,Delhi NCR
5185,101109,S101109_372183,2026-03-09 03:46:14,payment_attempt,,,,,Android,True,Delhi NCR
5186,101109,S101109_768949,2026-03-05 03:43:00,app_open,,,,,Android,False,Delhi NCR
5187,101109,S101109_768949,2026-03-05 03:43:59,search,2074.0,Snacks & Beverages,288.37,,Android,False,Delhi NCR
5188,101110,S101110_600899,2026-01-09 18:36:00,app_open,,,,,iOS,True,Delhi NCR
5189,101110,S101110_600899,2026-01-09 18:36:46,search,2002.0,Fruits & Vegetables,129.59,,iOS,True,Delhi NCR
5190,101110,S101110_600899,2026-01-09 18:38:28,product_view,2048.0,Dairy & Breakfast,71.56,,iOS,True,Delhi NCR
5191,101110,S101110_600899,2026-01-09 18:40:13,add_to_cart,2048.0,Dairy & Breakfast,71.56,1.0,iOS,True,Delhi NCR
5192,101111,S101111_209011,2026-03-03 03:49:00,app_open,,,,,Android,True,Mumbai
5193,101112,S101112_918052,2026-03-04 05:11:00,app_open,,,,,iOS,True,Delhi NCR
5194,101112,S101112_918052,2026-03-04 05:11:38,search,2131.0,Staples,576.75,,iOS,True,Delhi NCR
5195,101112,S101112_918052,2026-03-04 05:12:45,product_view,2087.0,Personal Care,374.55,,iOS,True,Delhi NCR
5196,101112,S101112_918052,2026-03-04 05:15:31,add_to_cart,2087.0,Personal Care,374.55,1.0,iOS,True,Delhi NCR
5197,101112,S101112_918052,2026-03-04 05:19:10,checkout_start,,,,,iOS,True,Delhi NCR
5198,101112,S101112_918052,2026-03-04 05:20:22,payment_attempt,,,,,iOS,True,Delhi NCR
5199,101112,S101112_918052,2026-03-04 05:20:33,purchase,2087.0,Personal Care,374.55,1.0,iOS,True,Delhi NCR
5200,101112,S101112_546923,2026-03-26 14:11:00,app_open,,,,,Android,False,Mumbai
5201,101112,S101112_546923,2026-03-26 14:11:59,search,2143.0,Staples,96.94,,Android,False,Mumbai
5202,101112,S101112_546923,2026-03-26 14:12:30,product_view,2164.0,Baby Care,955.13,,Android,False,Mumbai
5203,101112,S101112_546923,2026-03-26 14:14:48,add_to_cart,2164.0,Baby Care,955.13,1.0,Android,False,Mumbai
5204,101112,S101112_546923,2026-03-26 14:17:27,checkout_start,,,,,Android,False,Mumbai
5205,101112,S101112_546923,2026-03-26 14:18:07,payment_attempt,,,,,Android,False,Mumbai
5206,101113,S101113_933422,2026-03-11 05:14:00,app_open,,,,,Android,True,Kolkata
5207,101113,S101113_933422,2026-03-11 05:14:31,search,2041.0,Dairy & Breakfast,183.12,,Android,True,Kolkata
5208,101114,S101114_851814,2026-01-08 17:51:00,app_open,,,,,Android,True,Pune
5209,101115,S101115_855967,2026-03-16 06:46:00,app_open,,,,,Android,True,Pune
5210,101116,S101116_129815,2026-03-08 20:00:00,app_open,,,,,Android,True,Kolkata
5211,101116,S101116_129815,2026-03-08 20:00:28,search,2128.0,Staples,499.01,,Android,True,Kolkata
5212,101116,S101116_129815,2026-03-08 20:02:18,product_view,2023.0,Fruits & Vegetables,132.85,,Android,True,Kolkata
5213,101116,S101116_129815,2026-03-08 20:02:38,add_to_cart,2023.0,Fruits & Vegetables,132.85,1.0,Android,True,Kolkata
5214,101117,S101117_483633,2026-02-21 19:30:00,app_open,,,,,Android,True,Bengaluru
5215,101117,S101117_483633,2026-02-21 19:30:08,search,2022.0,Fruits & Vegetables,100.33,,Android,True,Bengaluru
5216,101117,S101117_483633,2026-02-21 19:31:37,product_view,2190.0,Electronics,871.64,,Android,True,Bengaluru
5217,101117,S101117_846700,2026-02-23 05:13:00,app_open,,,,,Android,False,Hyderabad
5218,101117,S101117_846700,2026-02-23 05:13:41,search,2137.0,Staples,441.74,,Android,False,Hyderabad
5219,101118,S101118_830766,2026-03-23 16:58:00,app_open,,,,,Android,True,Pune
5220,101119,S101119_711521,2026-03-10 18:34:00,app_open,,,,,Android,True,Delhi NCR
5221,101119,S101119_543859,2026-02-07 00:21:00,app_open,,,,,Android,False,Bengaluru
5222,101119,S101119_543859,2026-02-07 00:21:36,search,2196.0,Electronics,1296.81,,Android,False,Bengaluru
5223,101120,S101120_690019,2026-03-22 08:14:00,app_open,,,,,Android,True,Pune
5224,101121,S101121_472239,2026-03-23 19:25:00,app_open,,,,,Android,True,Delhi NCR
5225,101121,S101121_472239,2026-03-23 19:25:21,search,2065.0,Snacks & Beverages,273.32,,Android,True,Delhi NCR
5226,101121,S101121_472239,2026-03-23 19:26:42,product_view,2066.0,Snacks & Beverages,297.13,,Android,True,Delhi NCR
5227,101121,S101121_472239,2026-03-23 19:28:07,add_to_cart,2066.0,Snacks & Beverages,297.13,2.0,Android,True,Delhi NCR
5228,101121,S101121_472239,2026-03-23 19:31:13,checkout_start,,,,,Android,True,Delhi NCR
5229,101121,S101121_472239,2026-03-23 19:31:25,payment_attempt,,,,,Android,True,Delhi NCR
5230,101121,S101121_472239,2026-03-23 19:32:09,purchase,2066.0,Snacks & Beverages,297.13,2.0,Android,True,Delhi NCR
5231,101122,S101122_738935,2026-02-08 22:59:00,app_open,,,,,Android,True,Kolkata
5232,101122,S101122_738935,2026-02-08 22:59:15,search,2013.0,Fruits & Vegetables,129.02,,Android,True,Kolkata
5233,101122,S101122_738935,2026-02-08 23:00:10,product_view,2183.0,Electronics,2141.32,,Android,True,Kolkata
5234,101122,S101122_738935,2026-02-08 23:01:59,add_to_cart,2183.0,Electronics,2141.32,2.0,Android,True,Kolkata
5235,101122,S101122_738935,2026-02-08 23:03:40,checkout_start,,,,,Android,True,Kolkata
5236,101122,S101122_738935,2026-02-08 23:04:28,payment_attempt,,,,,Android,True,Kolkata
5237,101122,S101122_738935,2026-02-08 23:04:53,purchase,2183.0,Electronics,2141.32,2.0,Android,True,Kolkata
5238,101123,S101123_554059,2026-02-10 21:31:00,app_open,,,,,Android,True,Hyderabad
5239,101123,S101123_554059,2026-02-10 21:31:57,search,2092.0,Personal Care,180.48,,Android,True,Hyderabad
5240,101123,S101123_554059,2026-02-10 21:33:15,product_view,2037.0,Dairy & Breakfast,153.94,,Android,True,Hyderabad
5241,101124,S101124_883534,2026-03-22 13:37:00,app_open,,,,,Android,True,Pune
5242,101124,S101124_883534,2026-03-22 13:37:43,search,2145.0,Staples,579.55,,Android,True,Pune
5243,101125,S101125_216089,2026-03-25 15:11:00,app_open,,,,,iOS,True,Hyderabad
5244,101125,S101125_216089,2026-03-25 15:11:32,search,2085.0,Personal Care,68.23,,iOS,True,Hyderabad
5245,101125,S101125_216089,2026-03-25 15:12:50,product_view,2014.0,Fruits & Vegetables,145.38,,iOS,True,Hyderabad
5246,101125,S101125_216089,2026-03-25 15:15:30,add_to_cart,2014.0,Fruits & Vegetables,145.38,1.0,iOS,True,Hyderabad
5247,101125,S101125_852828,2026-03-02 02:56:00,app_open,,,,,Android,False,Bengaluru
5248,101125,S101125_852828,2026-03-02 02:56:47,search,2101.0,Household Care,660.68,,Android,False,Bengaluru
5249,101125,S101125_852828,2026-03-02 02:57:31,product_view,2113.0,Household Care,551.44,,Android,False,Bengaluru
5250,101125,S101125_852828,2026-03-02 02:57:47,add_to_cart,2113.0,Household Care,551.44,2.0,Android,False,Bengaluru
5251,101125,S101125_852828,2026-03-02 03:00:34,checkout_start,,,,,Android,False,Bengaluru
5252,101125,S101125_852828,2026-03-02 03:00:47,payment_attempt,,,,,Android,False,Bengaluru
5253,101125,S101125_852828,2026-03-02 03:01:20,purchase,2113.0,Household Care,551.44,2.0,Android,False,Bengaluru
5254,101125,S101125_338108,2026-01-24 01:46:00,app_open,,,,,Android,False,Bengaluru
5255,101125,S101125_338108,2026-01-24 01:46:33,search,2031.0,Dairy & Breakfast,76.07,,Android,False,Bengaluru
5256,101125,S101125_338108,2026-01-24 01:47:07,product_view,2170.0,Baby Care,601.71,,Android,False,Bengaluru
5257,101126,S101126_424486,2026-03-07 20:34:00,app_open,,,,,iOS,True,Pune
5258,101126,S101126_424486,2026-03-07 20:34:29,search,2166.0,Baby Care,128.26,,iOS,True,Pune
5259,101126,S101126_424486,2026-03-07 20:36:13,product_view,2164.0,Baby Care,955.13,,iOS,True,Pune
5260,101127,S101127_515097,2026-01-25 02:56:00,app_open,,,,,iOS,True,Delhi NCR
5261,101127,S101127_515097,2026-01-25 02:56:10,search,2011.0,Fruits & Vegetables,175.37,,iOS,True,Delhi NCR
5262,101127,S101127_515097,2026-01-25 02:58:05,product_view,2124.0,Household Care,289.01,,iOS,True,Delhi NCR
5263,101128,S101128_809745,2026-02-18 05:41:00,app_open,,,,,Android,True,Hyderabad
5264,101128,S101128_809745,2026-02-18 05:41:58,search,2164.0,Baby Care,955.13,,Android,True,Hyderabad
5265,101128,S101128_809745,2026-02-18 05:42:54,product_view,2037.0,Dairy & Breakfast,153.94,,Android,True,Hyderabad
5266,101128,S101128_809745,2026-02-18 05:43:15,add_to_cart,2037.0,Dairy & Breakfast,153.94,2.0,Android,True,Hyderabad
5267,101128,S101128_809745,2026-02-18 05:47:01,checkout_start,,,,,Android,True,Hyderabad
5268,101128,S101128_809745,2026-02-18 05:48:02,payment_attempt,,,,,Android,True,Hyderabad
5269,101128,S101128_809745,2026-02-18 05:48:55,purchase,2037.0,Dairy & Breakfast,153.94,2.0,Android,True,Hyderabad
5270,101129,S101129_868714,2026-02-09 06:23:00,app_open,,,,,iOS,True,Kolkata
5271,101129,S101129_868714,2026-02-09 06:23:23,search,2084.0,Personal Care,119.45,,iOS,True,Kolkata
5272,101129,S101129_868714,2026-02-09 06:24:43,product_view,2192.0,Electronics,1418.73,,iOS,True,Kolkata
5273,101130,S101130_630478,2026-02-27 20:40:00,app_open,,,,,Web,True,Kolkata
5274,101130,S101130_630478,2026-02-27 20:40:27,search,2195.0,Electronics,1640.6,,Web,True,Kolkata
5275,101130,S101130_630478,2026-02-27 20:40:44,product_view,2078.0,Personal Care,666.12,,Web,True,Kolkata
5276,101130,S101130_572083,2026-01-01 18:17:00,app_open,,,,,Web,False,Mumbai
5277,101130,S101130_572083,2026-01-01 18:17:48,search,2114.0,Household Care,146.26,,Web,False,Mumbai
5278,101130,S101130_572083,2026-01-01 18:18:11,product_view,2155.0,Baby Care,828.14,,Web,False,Mumbai
5279,101130,S101130_572083,2026-01-01 18:19:29,add_to_cart,2155.0,Baby Care,828.14,2.0,Web,False,Mumbai
5280,101130,S101130_572083,2026-01-01 18:20:58,checkout_start,,,,,Web,False,Mumbai
5281,101130,S101130_572083,2026-01-01 18:22:18,payment_attempt,,,,,Web,False,Mumbai
5282,101130,S101130_572083,2026-01-01 18:22:48,purchase,2155.0,Baby Care,828.14,2.0,Web,False,Mumbai
5283,101131,S101131_772183,2026-01-06 10:34:00,app_open,,,,,Web,True,Delhi NCR
5284,101131,S101131_772183,2026-01-06 10:34:59,search,2104.0,Household Care,352.13,,Web,True,Delhi NCR
5285,101131,S101131_772183,2026-01-06 10:35:12,product_view,2103.0,Household Care,511.63,,Web,True,Delhi NCR
5286,101132,S101132_630550,2026-01-15 18:48:00,app_open,,,,,Android,True,Delhi NCR
5287,101132,S101132_630550,2026-01-15 18:48:27,search,2049.0,Dairy & Breakfast,190.87,,Android,True,Delhi NCR
5288,101132,S101132_630550,2026-01-15 18:50:07,product_view,2063.0,Snacks & Beverages,159.99,,Android,True,Delhi NCR
5289,101132,S101132_814554,2026-03-08 11:32:00,app_open,,,,,Android,False,Mumbai
5290,101132,S101132_814554,2026-03-08 11:32:27,search,2105.0,Household Care,624.53,,Android,False,Mumbai
5291,101132,S101132_814554,2026-03-08 11:32:54,product_view,2021.0,Fruits & Vegetables,113.61,,Android,False,Mumbai
5292,101132,S101132_814554,2026-03-08 11:35:49,add_to_cart,2021.0,Fruits & Vegetables,113.61,2.0,Android,False,Mumbai
5293,101132,S101132_814554,2026-03-08 11:37:28,checkout_start,,,,,Android,False,Mumbai
5294,101132,S101132_814554,2026-03-08 11:38:24,payment_attempt,,,,,Android,False,Mumbai
5295,101132,S101132_814554,2026-03-08 11:38:56,purchase,2021.0,Fruits & Vegetables,113.61,2.0,Android,False,Mumbai
5296,101132,S101132_459994,2026-02-11 02:03:00,app_open,,,,,Android,False,Kolkata
5297,101132,S101132_459994,2026-02-11 02:03:12,search,2003.0,Fruits & Vegetables,105.42,,Android,False,Kolkata
5298,101133,S101133_260049,2026-03-11 05:22:00,app_open,,,,,iOS,True,Bengaluru
5299,101133,S101133_260049,2026-03-11 05:22:32,search,2052.0,Snacks & Beverages,124.2,,iOS,True,Bengaluru
5300,101133,S101133_260049,2026-03-11 05:23:52,product_view,2199.0,Electronics,793.1,,iOS,True,Bengaluru
5301,101134,S101134_118933,2026-02-22 10:56:00,app_open,,,,,Android,True,Pune
5302,101134,S101134_118933,2026-02-22 10:56:56,search,2132.0,Staples,431.39,,Android,True,Pune
5303,101135,S101135_840548,2026-01-30 21:59:00,app_open,,,,,iOS,True,Hyderabad
5304,101135,S101135_840548,2026-01-30 21:59:13,search,2020.0,Fruits & Vegetables,71.69,,iOS,True,Hyderabad
5305,101136,S101136_580167,2026-03-06 11:20:00,app_open,,,,,Web,True,Kolkata
5306,101136,S101136_580167,2026-03-06 11:20:49,search,2120.0,Household Care,437.06,,Web,True,Kolkata
5307,101136,S101136_580167,2026-03-06 11:22:01,product_view,2172.0,Baby Care,455.35,,Web,True,Kolkata
5308,101136,S101136_580167,2026-03-06 11:24:50,add_to_cart,2172.0,Baby Care,455.35,2.0,Web,True,Kolkata
5309,101136,S101136_580167,2026-03-06 11:25:37,checkout_start,,,,,Web,True,Kolkata
5310,101136,S101136_580167,2026-03-06 11:25:47,payment_attempt,,,,,Web,True,Kolkata
5311,101136,S101136_580167,2026-03-06 11:26:08,purchase,2172.0,Baby Care,455.35,2.0,Web,True,Kolkata
5312,101137,S101137_909142,2026-02-09 22:08:00,app_open,,,,,Android,True,Bengaluru
5313,101137,S101137_909142,2026-02-09 22:08:17,search,2103.0,Household Care,511.63,,Android,True,Bengaluru
5314,101137,S101137_909142,2026-02-09 22:09:55,product_view,2124.0,Household Care,289.01,,Android,True,Bengaluru
5315,101137,S101137_909142,2026-02-09 22:10:19,add_to_cart,2124.0,Household Care,289.01,1.0,Android,True,Bengaluru
5316,101137,S101137_909142,2026-02-09 22:13:09,checkout_start,,,,,Android,True,Bengaluru
5317,101137,S101137_909142,2026-02-09 22:13:35,payment_attempt,,,,,Android,True,Bengaluru
5318,101137,S101137_909142,2026-02-09 22:13:48,purchase,2124.0,Household Care,289.01,1.0,Android,True,Bengaluru
5319,101137,S101137_457455,2026-02-17 02:07:00,app_open,,,,,iOS,False,Kolkata
5320,101138,S101138_484063,2026-02-18 04:34:00,app_open,,,,,Android,True,Kolkata
5321,101138,S101138_484063,2026-02-18 04:34:26,search,2170.0,Baby Care,601.71,,Android,True,Kolkata
5322,101138,S101138_484063,2026-02-18 04:36:21,product_view,2017.0,Fruits & Vegetables,102.77,,Android,True,Kolkata
5323,101138,S101138_484063,2026-02-18 04:37:09,add_to_cart,2017.0,Fruits & Vegetables,102.77,2.0,Android,True,Kolkata
5324,101139,S101139_169694,2026-03-11 09:27:00,app_open,,,,,Android,True,Mumbai
5325,101139,S101139_169694,2026-03-11 09:27:23,search,2025.0,Fruits & Vegetables,102.68,,Android,True,Mumbai
5326,101139,S101139_169694,2026-03-11 09:28:28,product_view,2113.0,Household Care,551.44,,Android,True,Mumbai
5327,101139,S101139_169694,2026-03-11 09:30:24,add_to_cart,2113.0,Household Care,551.44,1.0,Android,True,Mumbai
5328,101139,S101139_169694,2026-03-11 09:31:41,checkout_start,,,,,Android,True,Mumbai
5329,101139,S101139_169694,2026-03-11 09:32:16,payment_attempt,,,,,Android,True,Mumbai
5330,101139,S101139_169694,2026-03-11 09:32:51,purchase,2113.0,Household Care,551.44,1.0,Android,True,Mumbai
5331,101140,S101140_840632,2026-02-18 13:15:00,app_open,,,,,Android,True,Bengaluru
5332,101140,S101140_840632,2026-02-18 13:15:44,search,2175.0,Baby Care,1128.67,,Android,True,Bengaluru
5333,101140,S101140_840632,2026-02-18 13:17:41,product_view,2168.0,Baby Care,114.12,,Android,True,Bengaluru
5334,101141,S101141_312392,2026-01-08 18:29:00,app_open,,,,,iOS,True,Hyderabad
5335,101141,S101141_312392,2026-01-08 18:29:20,search,2187.0,Electronics,1874.23,,iOS,True,Hyderabad
5336,101141,S101141_312392,2026-01-08 18:30:06,product_view,2003.0,Fruits & Vegetables,105.42,,iOS,True,Hyderabad
5337,101142,S101142_183099,2026-01-15 19:29:00,app_open,,,,,Web,True,Pune
5338,101142,S101142_183099,2026-01-15 19:29:35,search,2160.0,Baby Care,929.24,,Web,True,Pune
5339,101142,S101142_183099,2026-01-15 19:31:20,product_view,2128.0,Staples,499.01,,Web,True,Pune
5340,101142,S101142_183099,2026-01-15 19:31:58,add_to_cart,2128.0,Staples,499.01,1.0,Web,True,Pune
5341,101143,S101143_540569,2026-03-02 22:32:00,app_open,,,,,Android,True,Hyderabad
5342,101143,S101143_619735,2026-01-11 19:46:00,app_open,,,,,iOS,False,Bengaluru
5343,101143,S101143_619735,2026-01-11 19:46:50,search,2196.0,Electronics,1296.81,,iOS,False,Bengaluru
5344,101143,S101143_619735,2026-01-11 19:47:23,product_view,2132.0,Staples,431.39,,iOS,False,Bengaluru
5345,101143,S101143_619735,2026-01-11 19:50:14,add_to_cart,2132.0,Staples,431.39,2.0,iOS,False,Bengaluru
5346,101143,S101143_619735,2026-01-11 19:53:25,checkout_start,,,,,iOS,False,Bengaluru
5347,101143,S101143_619735,2026-01-11 19:54:29,payment_attempt,,,,,iOS,False,Bengaluru
5348,101143,S101143_619735,2026-01-11 19:55:17,purchase,2132.0,Staples,431.39,2.0,iOS,False,Bengaluru
5349,101144,S101144_266579,2026-03-26 03:28:00,app_open,,,,,iOS,True,Pune
5350,101144,S101144_266579,2026-03-26 03:28:19,search,2166.0,Baby Care,128.26,,iOS,True,Pune
5351,101144,S101144_266579,2026-03-26 03:30:04,product_view,2135.0,Staples,160.84,,iOS,True,Pune
5352,101145,S101145_598966,2026-03-05 18:53:00,app_open,,,,,Android,True,Pune
5353,101146,S101146_125357,2026-01-27 14:18:00,app_open,,,,,Web,True,Pune
5354,101146,S101146_125357,2026-01-27 14:18:19,search,2137.0,Staples,441.74,,Web,True,Pune
5355,101147,S101147_190233,2026-03-22 21:29:00,app_open,,,,,iOS,True,Kolkata
5356,101147,S101147_190233,2026-03-22 21:29:51,search,2169.0,Baby Care,214.93,,iOS,True,Kolkata
5357,101147,S101147_190233,2026-03-22 21:31:35,product_view,2074.0,Snacks & Beverages,288.37,,iOS,True,Kolkata
5358,101147,S101147_614936,2026-02-06 02:59:00,app_open,,,,,Web,False,Bengaluru
5359,101147,S101147_614936,2026-02-06 02:59:49,search,2154.0,Baby Care,347.39,,Web,False,Bengaluru
5360,101147,S101147_614936,2026-02-06 03:00:42,product_view,2042.0,Dairy & Breakfast,99.04,,Web,False,Bengaluru
5361,101147,S101147_614936,2026-02-06 03:02:03,add_to_cart,2042.0,Dairy & Breakfast,99.04,1.0,Web,False,Bengaluru
5362,101147,S101147_614936,2026-02-06 03:05:19,checkout_start,,,,,Web,False,Bengaluru
5363,101147,S101147_614936,2026-02-06 03:06:24,payment_attempt,,,,,Web,False,Bengaluru
5364,101147,S101147_614936,2026-02-06 03:07:23,purchase,2042.0,Dairy & Breakfast,99.04,1.0,Web,False,Bengaluru
5365,101148,S101148_243405,2026-03-13 22:58:00,app_open,,,,,Android,True,Mumbai
5366,101148,S101148_243405,2026-03-13 22:58:20,search,2072.0,Snacks & Beverages,136.64,,Android,True,Mumbai
5367,101149,S101149_938499,2026-02-03 05:24:00,app_open,,,,,iOS,True,Kolkata
5368,101150,S101150_872175,2026-03-30 04:01:00,app_open,,,,,iOS,True,Delhi NCR
5369,101151,S101151_220141,2026-02-06 10:12:00,app_open,,,,,iOS,True,Hyderabad
5370,101151,S101151_220141,2026-02-06 10:12:06,search,2008.0,Fruits & Vegetables,64.83,,iOS,True,Hyderabad
5371,101151,S101151_220141,2026-02-06 10:13:35,product_view,2070.0,Snacks & Beverages,107.99,,iOS,True,Hyderabad
5372,101151,S101151_220141,2026-02-06 10:14:19,add_to_cart,2070.0,Snacks & Beverages,107.99,3.0,iOS,True,Hyderabad
5373,101151,S101151_220141,2026-02-06 10:17:50,checkout_start,,,,,iOS,True,Hyderabad
5374,101151,S101151_220141,2026-02-06 10:18:36,payment_attempt,,,,,iOS,True,Hyderabad
5375,101151,S101151_220141,2026-02-06 10:18:54,purchase,2070.0,Snacks & Beverages,107.99,3.0,iOS,True,Hyderabad
5376,101151,S101151_565392,2026-02-26 09:31:00,app_open,,,,,iOS,False,Delhi NCR
5377,101151,S101151_565392,2026-02-26 09:31:10,search,2021.0,Fruits & Vegetables,113.61,,iOS,False,Delhi NCR
5378,101151,S101151_565392,2026-02-26 09:32:59,product_view,2200.0,Electronics,954.93,,iOS,False,Delhi NCR
5379,101151,S101151_565392,2026-02-26 09:34:39,add_to_cart,2200.0,Electronics,954.93,1.0,iOS,False,Delhi NCR
5380,101151,S101151_565392,2026-02-26 09:35:48,checkout_start,,,,,iOS,False,Delhi NCR
5381,101151,S101151_565392,2026-02-26 09:36:18,payment_attempt,,,,,iOS,False,Delhi NCR
5382,101151,S101151_565392,2026-02-26 09:36:28,purchase,2200.0,Electronics,954.93,1.0,iOS,False,Delhi NCR
5383,101152,S101152_537736,2026-03-29 15:06:00,app_open,,,,,iOS,True,Pune
5384,101152,S101152_537736,2026-03-29 15:06:57,search,2047.0,Dairy & Breakfast,157.61,,iOS,True,Pune
5385,101152,S101152_537736,2026-03-29 15:07:22,product_view,2052.0,Snacks & Beverages,124.2,,iOS,True,Pune
5386,101153,S101153_704024,2026-03-27 06:40:00,app_open,,,,,Android,True,Hyderabad
5387,101154,S101154_162233,2026-03-09 01:27:00,app_open,,,,,iOS,True,Kolkata
5388,101154,S101154_162233,2026-03-09 01:27:53,search,2060.0,Snacks & Beverages,242.33,,iOS,True,Kolkata
5389,101154,S101154_162233,2026-03-09 01:28:22,product_view,2160.0,Baby Care,929.24,,iOS,True,Kolkata
5390,101154,S101154_162233,2026-03-09 01:28:51,add_to_cart,2160.0,Baby Care,929.24,1.0,iOS,True,Kolkata
5391,101154,S101154_162233,2026-03-09 01:32:18,checkout_start,,,,,iOS,True,Kolkata
5392,101154,S101154_162233,2026-03-09 01:32:29,payment_attempt,,,,,iOS,True,Kolkata
5393,101154,S101154_162233,2026-03-09 01:32:57,purchase,2160.0,Baby Care,929.24,1.0,iOS,True,Kolkata
5394,101155,S101155_373440,2026-01-27 16:50:00,app_open,,,,,Android,True,Hyderabad
